,car,price,body,mileage,engV,engType,registration,year,model,drive,engV_cat,age,age_Group,price_cat,mpy,mpy_cat
8969,Opel,510.0,vagon,200.0,1.9,Petrol,no,1997,Vectra B,front,Low,19,10-29,Low,10.53,Moderate
8970,Opel,4750.0,vagon,272.0,1.8,Petrol,yes,1998,Vectra B,front,Low,18,10-29,Low,15.11,High
8971,Mercedes-Benz,5600.0,van,480.0,2.2,Diesel,yes,1999,Vito груз.,front,Moderate,17,10-29,Low,28.24,Extreme
8972,Nissan,11600.0,crossover,236.0,2.0,Gas,yes,2007,X-Trail,full,Low,9,6-10,Moderate,26.22,Extreme
8973,Opel,750.0,hatch,50.0,1.3,Gas,no,1988,Kadett,front,Low,28,10-29,Low,1.79,Low
8974,VAZ,950.0,sedan,86.0,1.2,Petrol,yes,1986,2101,rear,Low,30,10-29,Low,2.87,Low
8975,Mercedes-Benz,2100.0,sedan,535.0,2.2,Diesel,yes,1995,210,rear,Moderate,21,10-29,Low,25.48,Extreme
8976,Skoda,11800.0,sedan,89.0,1.6,Petrol,yes,2012,Octavia A5,front,Low,4,3-6,Moderate,22.25,High
8978,Chevrolet,5800.0,crossover,130.0,1.7,Gas,yes,2005,Niva,full,Low,11,10-29,Low,11.82,Moderate
8979,Audi,29800.0,crossover,151.0,3.0,Diesel,yes,2007,Q7,full,Moderate,9,6-10,Moderate,16.78,High
8980,Mercedes-Benz,20500.0,sedan,193.0,3.5,Other,yes,2006,CLS 350,rear,Moderate,10,6-10,Moderate,19.3,High
8981,Audi,3800.0,sedan,257.0,2.0,Petrol,yes,1993,80,front,Low,23,10-29,Low,11.17,Moderate
8982,Nissan,8800.0,van,285.0,1.9,Diesel,yes,2004,Primastar пасс.,front,Low,12,10-29,Low,23.75,High
8983,UAZ,1300.0,sedan,120.0,2.5,Other,yes,1978,452 пасс.,full,Moderate,38,30+,Low,3.16,Low
8984,Renault,5950.0,hatch,200.0,1.5,Diesel,yes,2005,Megane,front,Low,11,10-29,Low,18.18,High
8985,GAZ,2350.0,sedan,1.0,1.8,Petrol,yes,1969,21,front,Low,47,30+,Low,0.02,Low
8986,Opel,5500.0,other,180.0,1.3,Diesel,yes,2009,Combo груз.,front,Low,7,6-10,Low,25.71,Extreme
8987,Volkswagen,5950.0,van,213.0,1.6,Gas,yes,2008,Caddy груз.,front,Low,8,6-10,Low,26.62,Extreme
8988,Volkswagen,12000.0,sedan,73.0,1.6,Gas,yes,2011,Polo,front,Low,5,3-6,Moderate,14.6,Moderate
8989,GAZ,5100.0,sedan,25.0,2.4,Petrol,yes,2008,31105,rear,Moderate,8,6-10,Low,3.12,Low
8990,Mazda,8799.0,sedan,155.0,2.0,Gas,yes,2007,6,front,Low,9,6-10,Low,17.22,High
8991,Opel,2150.0,sedan,225.0,1.6,Gas,no,1996,Vectra B,front,Low,20,10-29,Low,11.25,Moderate
8992,Toyota,8450.0,sedan,193.0,1.6,Gas,yes,2007,Corolla,front,Low,9,6-10,Low,21.44,High
8993,VAZ,3650.0,sedan,137.0,1.6,Petrol,yes,2008,21099,front,Low,8,6-10,Low,17.12,High
8994,Mazda,2250.0,van,212.0,1.8,Petrol,no,2004,Premacy,front,Low,12,10-29,Low,17.67,High
8996,Renault,1350.0,sedan,100.0,1.7,Petrol,yes,1986,21,front,Low,30,10-29,Low,3.33,Low
8997,BMW,21700.0,sedan,259.0,3.0,Diesel,yes,2007,730,rear,Moderate,9,6-10,Moderate,28.78,Extreme
8998,Mercedes-Benz,33900.0,other,102.0,5.0,Petrol,yes,2008,CL 55 AMG,rear,High,8,6-10,Moderate,12.75,Moderate
8999,Skoda,12300.0,hatch,39.0,1.2,Petrol,yes,2014,Rapid,front,Low,2,1-3,Moderate,19.5,High
9000,Toyota,12700.0,sedan,136.0,3.5,Petrol,yes,2007,Camry,front,Moderate,9,6-10,Moderate,15.11,High
9001,ZAZ,5400.0,sedan,20.0,1.5,Gas,yes,2013,Forza,front,Low,3,1-3,Low,6.67,Low
9002,VAZ,1600.0,sedan,1.0,1.3,Petrol,yes,1985,2106,rear,Low,31,30+,Low,0.03,Low
9003,Citroen,5400.0,van,200.0,1.6,Diesel,yes,2007,Berlingo пасс.,front,Low,9,6-10,Low,22.22,High
9004,Mercedes-Benz,14300.0,other,175.0,2.2,Diesel,yes,2013,Sprinter 313 груз.,rear,Moderate,3,1-3,Moderate,58.33,Extreme
9005,Daewoo,3500.0,sedan,180.0,1.5,Gas,yes,2007,Lanos,front,Low,9,6-10,Low,20.0,High
9006,Opel,1950.0,vagon,200.0,2.0,Diesel,no,2001,Vectra B,front,Low,15,10-29,Low,13.33,Moderate
9007,Volkswagen,6500.0,sedan,212.0,1.6,Petrol,yes,2003,Bora,front,Low,13,10-29,Low,16.31,High
9008,VAZ,741.0,sedan,167.0,1.3,Gas,yes,1986,2105,rear,Low,30,10-29,Low,5.57,Low
9009,VAZ,2490.0,sedan,202.0,1.5,Gas,yes,2006,21099,front,Low,10,6-10,Low,20.2,High
9010,Chevrolet,7000.0,sedan,110.0,1.8,Petrol,yes,2008,Lacetti,front,Low,8,6-10,Low,13.75,Moderate
9011,Honda,7800.0,other,220.0,2.0,Gas,yes,1999,CR-V,full,Low,17,10-29,Low,12.94,Moderate
9012,VAZ,3499.0,sedan,137.0,1.6,Gas,yes,2007,2110,front,Low,9,6-10,Low,15.22,High
9013,Toyota,9999.0,sedan,345.0,3.0,Gas,yes,2005,Camry,front,Moderate,11,10-29,Low,31.36,Extreme
9014,Nissan,9900.0,hatch,39.0,1.4,Petrol,yes,2013,Note,front,Low,3,1-3,Low,13.0,Moderate
9015,Audi,2100.0,sedan,217.0,1.9,Diesel,no,1996,A4,front,Low,20,10-29,Low,10.85,Moderate
9016,Toyota,10200.0,other,105.0,1.5,Gas,yes,2005,Scion,front,Low,11,10-29,Moderate,9.55,Low
9017,Kia,6900.0,sedan,115.0,1.6,Gas,yes,2008,Cerato,front,Low,8,6-10,Low,14.38,Moderate
9020,Chery,4075.5,vagon,290.0,2.4,Petrol,yes,2008,CrossEastar,front,Moderate,8,6-10,Low,36.25,Extreme
9022,VAZ,3650.0,vagon,230.0,1.6,Gas,yes,2007,2111,front,Low,9,6-10,Low,25.56,Extreme
9023,VAZ,1850.0,sedan,94.0,1.5,Gas,yes,2007,2107,front,Low,9,6-10,Low,10.44,Moderate
9024,Mercedes-Benz,2199.0,van,396.0,2.2,Diesel,no,2000,Vito пасс.,front,Moderate,16,10-29,Low,24.75,High
9025,Mercedes-Benz,90749.5,crossover,1.0,3.0,Petrol,yes,2016,GLE-Class,full,Moderate,0,0-1,High,0.0,Low
9026,Mitsubishi,11999.0,crossover,235.0,3.0,Gas,yes,2007,Pajero Wagon,full,Moderate,9,6-10,Moderate,26.11,Extreme
9028,Chevrolet,5700.0,sedan,89.0,1.5,Petrol,yes,2008,Aveo,front,Low,8,6-10,Low,11.12,Moderate
9029,Volkswagen,14800.0,sedan,143.0,2.0,Diesel,yes,2010,Passat B6,front,Low,6,3-6,Moderate,23.83,High
9030,VAZ,1300.0,sedan,7.0,1.2,Petrol,yes,1984,2105,rear,Low,32,30+,Low,0.22,Low
9031,Chevrolet,8000.0,sedan,93.0,2.0,Gas,yes,2008,Epica,front,Low,8,6-10,Low,11.62,Moderate
9032,Geely,4999.0,sedan,39.0,1.5,Gas,yes,2013,MK-2,front,Low,3,1-3,Low,13.0,Moderate
9033,Mercedes-Benz,4999.0,sedan,1.0,2.8,Petrol,yes,1997,E-Class,rear,Moderate,19,10-29,Low,0.05,Low
9034,Nissan,2697.0,sedan,197.0,2.0,Diesel,yes,1992,Primera,front,Low,24,10-29,Low,8.21,Low
9035,Mazda,12900.0,sedan,80.0,1.6,Gas,yes,2013,3,front,Low,3,1-3,Moderate,26.67,Extreme
9037,Infiniti,13999.0,other,75.0,3.5,Petrol,yes,2006,G35,rear,Moderate,10,6-10,Moderate,7.5,Low
9038,Mitsubishi,1599.0,sedan,156.0,1.8,Petrol,yes,1989,Galant,front,Low,27,10-29,Low,5.78,Low
9039,Toyota,14500.0,other,180.0,2.5,Diesel,yes,2007,Hilux,full,Moderate,9,6-10,Moderate,20.0,High
9040,Volkswagen,13300.0,hatch,73.0,1.4,Petrol,yes,2011,Golf VI,front,Low,5,3-6,Moderate,14.6,Moderate
9041,Peugeot,6700.0,van,134.0,1.6,Diesel,yes,2013,Partner груз.,front,Low,3,1-3,Low,44.67,Extreme
9043,VAZ,7100.0,crossover,42.0,1.7,Petrol,yes,2011,2121,full,Low,5,3-6,Low,8.4,Low
9044,Peugeot,5000.0,sedan,139.0,1.4,Petrol,yes,2007,206,front,Low,9,6-10,Low,15.44,High
9045,Chevrolet,15800.0,crossover,90.0,2.4,Gas,yes,2007,Captiva,full,Moderate,9,6-10,Moderate,10.0,Low
9046,Toyota,28700.0,crossover,80.0,3.5,Gas,yes,2012,Highlander,full,Moderate,4,3-6,Moderate,20.0,High
9047,Nissan,17200.0,crossover,65.0,1.6,Petrol,yes,2013,Juke,front,Low,3,1-3,Moderate,21.67,High
9048,Hyundai,18200.0,crossover,88.0,2.0,Petrol,yes,2012,IX35,full,Low,4,3-6,Moderate,22.0,High
9049,Honda,11900.0,hatch,88.0,1.8,Petrol,yes,2009,Civic,front,Low,7,6-10,Moderate,12.57,Moderate
9050,Mazda,29500.0,crossover,40.0,2.2,Diesel,yes,2015,CX-5,full,Moderate,1,0-1,Moderate,40.0,Extreme
9051,Ford,16200.0,crossover,84.0,2.5,Petrol,yes,2011,Kuga,full,Moderate,5,3-6,Moderate,16.8,High
9052,Honda,24700.0,sedan,65.0,2.4,Petrol,yes,2014,Accord,front,Moderate,2,1-3,Moderate,32.5,Extreme
9053,Lexus,15700.0,sedan,105.0,3.0,Petrol,yes,2008,IS 300,rear,Moderate,8,6-10,Moderate,13.12,Moderate
9054,Toyota,28900.0,sedan,15.0,2.5,Petrol,yes,2015,Camry,front,Moderate,1,0-1,Moderate,15.0,Moderate
9055,Nissan,15700.0,other,42.0,1.6,Other,yes,2012,Juke,front,Low,4,3-6,Moderate,10.5,Moderate
9056,Infiniti,15300.0,crossover,117.0,3.5,Petrol,yes,2005,FX 35,full,Moderate,11,10-29,Moderate,10.64,Moderate
9057,Nissan,17200.0,crossover,75.0,3.5,Gas,yes,2009,Murano,full,Moderate,7,6-10,Moderate,10.71,Moderate
9058,Peugeot,10900.0,other,91.0,1.6,Petrol,yes,2009,308,front,Low,7,6-10,Moderate,13.0,Moderate
9059,Subaru,13200.0,crossover,94.0,2.5,Petrol,yes,2009,Forester,full,Moderate,7,6-10,Moderate,13.43,Moderate
9060,Toyota,17900.0,sedan,35.0,1.6,Petrol,yes,2014,Corolla,front,Low,2,1-3,Moderate,17.5,High
9061,Nissan,7700.0,hatch,87.0,1.2,Petrol,yes,2009,Micra,front,Low,7,6-10,Low,12.43,Moderate
9062,Nissan,7900.0,sedan,110.0,1.6,Petrol,yes,2008,TIIDA,front,Low,8,6-10,Low,13.75,Moderate
9063,Acura,18500.0,crossover,85.0,3.7,Petrol,yes,2008,MDX,full,Moderate,8,6-10,Moderate,10.62,Moderate
9064,Infiniti,18900.0,crossover,115.0,3.5,Gas,yes,2008,FX 35,full,Moderate,8,6-10,Moderate,14.38,Moderate
9065,Lexus,17700.0,sedan,110.0,3.5,Petrol,yes,2008,ES 350,front,Moderate,8,6-10,Moderate,13.75,Moderate
9066,Honda,19900.0,crossover,86.0,2.4,Gas,yes,2011,CR-V,full,Moderate,5,3-6,Moderate,17.2,High
9067,Nissan,14200.0,sedan,48.0,2.5,Petrol,yes,2013,Teana,front,Moderate,3,1-3,Moderate,16.0,High
9068,Ford,10600.0,sedan,96.0,1.6,Petrol,yes,2011,Focus,front,Low,5,3-6,Moderate,19.2,High
9069,Volkswagen,14100.0,vagon,115.0,2.0,Diesel,yes,2011,Caddy пасс.,front,Low,5,3-6,Moderate,23.0,High
9070,Renault,8400.0,van,260.0,1.9,Diesel,yes,2005,Trafic пасс.,front,Low,11,10-29,Low,23.64,High
9071,Honda,10500.0,other,78.0,1.4,Other,yes,2012,Jazz,front,Low,4,3-6,Moderate,19.5,High
9072,Opel,3600.0,other,250.0,2.0,Petrol,yes,1992,Calibra,front,Low,24,10-29,Low,10.42,Moderate
9073,Chevrolet,6300.0,crossover,173.0,1.7,Petrol,yes,2008,Niva,full,Low,8,6-10,Low,21.62,High
9074,Volkswagen,8900.0,van,167.0,2.0,Gas,yes,2011,Caddy груз.,front,Low,5,3-6,Low,33.4,Extreme
9075,Skoda,7200.0,hatch,80.0,1.2,Petrol,yes,2013,Fabia,front,Low,3,1-3,Low,26.67,Extreme
9076,Daewoo,9707.1,sedan,58.0,1.5,Petrol,yes,2014,Gentra,front,Low,2,1-3,Low,29.0,Extreme
9077,Toyota,7899.0,sedan,165.0,1.8,Gas,yes,2006,Avensis,front,Low,10,6-10,Low,16.5,High
9078,Mercedes-Benz,14500.0,other,315.0,5.0,Gas,yes,2004,CL 500,rear,High,12,10-29,Moderate,26.25,Extreme
9079,Hyundai,8500.0,hatch,71.0,1.6,Petrol,yes,2011,i30,front,Low,5,3-6,Low,14.2,Moderate
9080,Seat,8600.0,hatch,140.0,1.6,Petrol,yes,2009,Leon,front,Low,7,6-10,Low,20.0,High
9081,VAZ,1900.0,sedan,60.0,1.5,Petrol,yes,2004,2107,rear,Low,12,10-29,Low,5.0,Low
9082,Toyota,33200.0,crossover,150.0,4.0,Gas,yes,2010,Land Cruiser Prado,full,Moderate,6,3-6,Moderate,25.0,High
9083,Volkswagen,12300.0,van,182.0,2.0,Diesel,yes,2011,T6 (Transporter) груз,front,Low,5,3-6,Moderate,36.4,Extreme
9084,Kia,7700.0,sedan,45.0,1.4,Petrol,yes,2011,Rio,front,Low,5,3-6,Low,9.0,Low
9085,ZAZ,5500.0,sedan,33.0,1.5,Gas,yes,2011,Lanos,front,Low,5,3-6,Low,6.6,Low
9086,Honda,8500.0,crossover,243.0,2.0,Gas,yes,2001,CR-V,full,Low,15,10-29,Low,16.2,High
9087,Citroen,3333.0,sedan,150.0,1.6,Petrol,yes,1999,Xsara,front,Low,17,10-29,Low,8.82,Low
9088,Mercedes-Benz,14500.0,sedan,220.0,5.0,Petrol,yes,2004,S 500,full,High,12,10-29,Moderate,18.33,High
9089,MINI,7500.0,hatch,120.0,1.6,Petrol,yes,2003,Cooper,front,Low,13,10-29,Low,9.23,Low
9090,Dodge,10500.0,crossover,75.0,2.0,Petrol,yes,2008,Caliber,front,Low,8,6-10,Moderate,9.38,Low
9091,VAZ,463.125,sedan,68.0,1.2,Petrol,yes,1984,2101,rear,Low,32,30+,Low,2.12,Low
9092,Chery,3500.0,sedan,223.0,2.0,Petrol,yes,2008,Eastar,front,Low,8,6-10,Low,27.88,Extreme
9093,Audi,4999.0,crossover,242.0,2.5,Diesel,no,2003,A6 Allroad,full,Moderate,13,10-29,Low,18.62,High
9094,Daewoo,3300.0,sedan,300.0,2.0,Gas,yes,2003,Nubira,front,Low,13,10-29,Low,23.08,High
9095,Hyundai,3700.0,sedan,119.0,1.4,Petrol,yes,2008,Accent,front,Low,8,6-10,Low,14.88,Moderate
9099,Opel,1600.0,other,570.0,1.3,Gas,yes,1986,Kadett,front,Low,30,10-29,Low,19.0,High
9100,Toyota,72000.0,crossover,40.0,4.5,Diesel,yes,2014,Land Cruiser 200,full,High,2,1-3,High,20.0,High
9101,Nissan,17900.0,sedan,30.0,3.5,Petrol,yes,2010,Maxima,front,Moderate,6,3-6,Moderate,5.0,Low
9102,Volkswagen,6950.0,sedan,132.0,1.6,Other,yes,2004,Bora,front,Low,12,10-29,Low,11.0,Moderate
9103,Audi,32500.0,crossover,108.0,2.0,Diesel,yes,2012,Q5,full,Low,4,3-6,Moderate,27.0,Extreme
9104,BMW,24500.0,crossover,170.0,3.0,Diesel,yes,2006,X5,full,Moderate,10,6-10,Moderate,17.0,High
9105,Lexus,20500.0,crossover,167.0,3.5,Petrol,yes,2007,RX 350,full,Moderate,9,6-10,Moderate,18.56,High
9106,Mercedes-Benz,8700.0,sedan,290.0,2.7,Diesel,yes,1999,E-Class,rear,Moderate,17,10-29,Low,17.06,High
9107,Nissan,7900.0,sedan,82.0,1.6,Petrol,yes,2008,TIIDA,front,Low,8,6-10,Low,10.25,Moderate
9108,Opel,9800.0,hatch,50.0,1.2,Petrol,yes,2013,Corsa,front,Low,3,1-3,Low,16.67,High
9109,Opel,920.0,hatch,24.0,1.3,Petrol,yes,1989,Kadett,front,Low,27,10-29,Low,0.89,Low
9110,Fiat,7300.0,van,110.0,1.9,Diesel,yes,2008,Doblo пасс.,front,Low,8,6-10,Low,13.75,Moderate
9111,Opel,3799.0,vagon,251.0,1.0,Gas,yes,2001,Agila,front,Low,15,10-29,Low,16.73,High
9112,Skoda,3000.0,hatch,180.0,1.4,Petrol,yes,2002,Fabia,front,Low,14,10-29,Low,12.86,Moderate
9113,BMW,20000.0,sedan,230.0,6.0,Petrol,yes,2008,760,rear,High,8,6-10,Moderate,28.75,Extreme
9114,Volkswagen,10650.0,sedan,65.0,1.6,Petrol,yes,2013,Polo,front,Low,3,1-3,Moderate,21.67,High
9115,VAZ,1900.0,sedan,109.0,1.5,Petrol,yes,2004,2107,rear,Low,12,10-29,Low,9.08,Low
9116,Audi,11400.0,crossover,250.0,2.5,Diesel,yes,2005,A6 Allroad,full,Moderate,11,10-29,Moderate,22.73,High
9117,Volkswagen,4700.0,van,342.0,1.9,Diesel,yes,1996,T4 (Transporter) груз,front,Low,20,10-29,Low,17.1,High
9119,VAZ,3800.0,sedan,136.0,1.6,Gas,yes,2006,1118,front,Low,10,6-10,Low,13.6,Moderate
9120,Renault,10500.0,van,67.0,1.6,Petrol,yes,2012,Scenic,front,Low,4,3-6,Moderate,16.75,High
9121,Volkswagen,17900.0,sedan,192.0,2.5,Diesel,yes,2007,Multivan,front,Moderate,9,6-10,Moderate,21.33,High
9122,Renault,5500.0,van,160.0,1.5,Diesel,yes,2005,Kangoo пасс.,front,Low,11,10-29,Low,14.55,Moderate
9123,Honda,11300.0,hatch,89.0,1.8,Petrol,yes,2008,Civic,front,Low,8,6-10,Moderate,11.12,Moderate
9124,Volkswagen,6900.0,sedan,160.0,1.6,Petrol,yes,2003,Bora,front,Low,13,10-29,Low,12.31,Moderate
9125,Chery,5800.0,crossover,85.0,2.0,Petrol,yes,2012,Tiggo,front,Low,4,3-6,Low,21.25,High
9126,Chevrolet,7000.0,sedan,129.0,1.8,Petrol,yes,2007,Lacetti,front,Low,9,6-10,Low,14.33,Moderate
9127,Subaru,7800.0,sedan,180.0,2.0,Petrol,yes,2006,Legacy,full,Low,10,6-10,Low,18.0,High
9128,Renault,8900.0,van,170.0,1.9,Diesel,yes,2005,Trafic пасс.,front,Low,11,10-29,Low,15.45,High
9129,Hyundai,13700.0,crossover,123.0,2.2,Diesel,yes,2006,Santa FE,full,Moderate,10,6-10,Moderate,12.3,Moderate
9130,MG,8999.0,sedan,58.0,1.6,Petrol,yes,2013,350,front,Low,3,1-3,Low,19.33,High
9131,Chevrolet,5900.0,hatch,69.0,1.5,Petrol,yes,2011,Aveo,front,Low,5,3-6,Low,13.8,Moderate
9132,Mazda,21900.0,sedan,50.0,2.5,Petrol,yes,2013,6,front,Moderate,3,1-3,Moderate,16.67,High
9133,Renault,11900.0,crossover,68.0,1.5,Diesel,yes,2011,Duster,full,Low,5,3-6,Moderate,13.6,Moderate
9134,Nissan,5200.0,hatch,126.0,1.2,Petrol,yes,2004,Micra,front,Low,12,10-29,Low,10.5,Moderate
9135,Volkswagen,14899.0,van,165.0,2.0,Diesel,yes,2013,Caddy груз.,front,Low,3,1-3,Moderate,55.0,Extreme
9136,Audi,3800.0,vagon,190.0,2.5,Diesel,no,2002,A6,front,Moderate,14,10-29,Low,13.57,Moderate
9137,BMW,16999.0,other,90.0,2.5,Petrol,yes,2008,325,full,Moderate,8,6-10,Moderate,11.25,Moderate
9138,Opel,5700.0,van,245.0,1.3,Diesel,yes,2007,Combo пасс.,front,Low,9,6-10,Low,27.22,Extreme
9139,Ford,2550.0,hatch,60.0,1.3,Petrol,yes,1997,KA,front,Low,19,10-29,Low,3.16,Low
9140,Audi,8000.0,sedan,234.0,4.2,Gas,no,2004,A8,full,High,12,10-29,Low,19.5,High
9141,BMW,8300.0,sedan,197.0,3.0,Petrol,yes,2001,530,rear,Moderate,15,10-29,Low,13.13,Moderate
9142,VAZ,3500.0,hatch,105.0,1.4,Other,yes,2008,1119,front,Low,8,6-10,Low,13.12,Moderate
9143,Nissan,5700.0,sedan,181.0,3.0,Petrol,yes,2000,Maxima,front,Moderate,16,10-29,Low,11.31,Moderate
9144,Skoda,3000.0,sedan,244.0,1.9,Diesel,no,2001,Octavia,front,Low,15,10-29,Low,16.27,High
9145,Mercedes-Benz,3800.0,crossover,250.0,3.2,Gas,no,1998,ML 320,full,Moderate,18,10-29,Low,13.89,Moderate
9146,BMW,3800.0,sedan,278.0,2.9,Diesel,no,2001,530,rear,Moderate,15,10-29,Low,18.53,High
9147,BMW,3100.0,sedan,280.0,2.0,Diesel,no,1999,320,rear,Low,17,10-29,Low,16.47,High
9148,Mercedes-Benz,5100.0,sedan,270.0,3.2,Diesel,no,2001,S 320,rear,Moderate,15,10-29,Low,18.0,High
9149,Audi,4400.0,sedan,190.0,2.5,Diesel,no,2003,A6,front,Moderate,13,10-29,Low,14.62,Moderate
9150,Audi,4300.0,sedan,267.0,1.9,Diesel,no,2003,A6,front,Low,13,10-29,Low,20.54,High
9151,Audi,3900.0,sedan,302.0,1.9,Diesel,no,2002,A6,front,Low,14,10-29,Low,21.57,High
9152,Daewoo,4800.0,sedan,37.0,1.5,Gas,yes,2007,Lanos,front,Low,9,6-10,Low,4.11,Low
9153,Samand,3999.0,sedan,105.0,1.8,Gas,yes,2008,EL,front,Low,8,6-10,Low,13.12,Moderate
9155,Audi,9000.0,vagon,199.0,2.7,Petrol,yes,2003,A6 Allroad,full,Moderate,13,10-29,Low,15.31,High
9157,Ford,4000.0,van,400.0,2.0,Diesel,yes,2002,Transit груз.,front,Low,14,10-29,Low,28.57,Extreme
9158,BMW,4100.0,sedan,200.0,2.7,Petrol,yes,1988,525,rear,Moderate,28,10-29,Low,7.14,Low
9159,Volkswagen,10900.0,vagon,185.0,1.4,Petrol,yes,2011,Golf VII,front,Low,5,3-6,Moderate,37.0,Extreme
9160,BMW,9700.0,sedan,250.0,2.0,Petrol,yes,2003,318,rear,Low,13,10-29,Low,19.23,High
9161,Skoda,13100.0,sedan,93.0,1.8,Petrol,yes,2010,Octavia A5,front,Low,6,3-6,Moderate,15.5,High
9162,Mercedes-Benz,23999.0,sedan,204.0,3.5,Petrol,yes,2008,S 350,full,Moderate,8,6-10,Moderate,25.5,Extreme
9165,Chevrolet,6400.0,sedan,121.0,1.8,Petrol,yes,2008,Lacetti,front,Low,8,6-10,Low,15.12,High
9166,Lexus,34500.0,crossover,94.0,3.5,Petrol,yes,2011,RX 350,full,Moderate,5,3-6,Moderate,18.8,High
9167,Volkswagen,44000.0,crossover,150.0,4.2,Diesel,yes,2011,Touareg,full,High,5,3-6,Moderate,30.0,Extreme
9168,Audi,3200.0,sedan,295.0,2.5,Diesel,no,2000,A6,front,Moderate,16,10-29,Low,18.44,High
9170,Mercedes-Benz,3200.0,sedan,198.0,2.0,Gas,yes,1992,190,rear,Low,24,10-29,Low,8.25,Low
9171,Volkswagen,7600.0,hatch,127.0,1.4,Petrol,yes,2007,Polo,front,Low,9,6-10,Low,14.11,Moderate
9172,Volkswagen,17900.0,sedan,96.0,2.5,Petrol,yes,2013,Passat B7,front,Moderate,3,1-3,Moderate,32.0,Extreme
9173,Chevrolet,6500.0,hatch,65.0,1.5,Petrol,yes,2010,Aveo,front,Low,6,3-6,Low,10.83,Moderate
9174,Mercedes-Benz,9500.0,other,280.0,2.9,Diesel,yes,1998,Sprinter 312 пасс.,rear,Moderate,18,10-29,Low,15.56,High
9175,Mitsubishi,18200.0,crossover,147.0,3.2,Diesel,yes,2008,Pajero Wagon,full,Moderate,8,6-10,Moderate,18.38,High
9176,Lexus,7900.0,sedan,242.0,2.0,Petrol,yes,2000,IS 200,rear,Low,16,10-29,Low,15.12,High
9177,VAZ,2300.0,sedan,99.0,1.5,Gas,yes,2007,2107,rear,Low,9,6-10,Low,11.0,Moderate
9179,VAZ,649.0,sedan,9.0,1.2,Petrol,yes,1977,2101,rear,Low,39,30+,Low,0.23,Low
9180,Renault,6700.0,van,1.0,1.5,Diesel,yes,2012,Kangoo груз.,front,Low,4,3-6,Low,0.25,Low
9181,Mercedes-Benz,3600.0,sedan,276.0,2.7,Diesel,no,2001,E-Class,rear,Moderate,15,10-29,Low,18.4,High
9182,SsangYong,15900.0,crossover,42.0,2.0,Diesel,yes,2014,Korando,front,Low,2,1-3,Moderate,21.0,High
9183,Mercedes-Benz,17999.0,other,38.0,2.0,Petrol,yes,2009,CLC 200,rear,Low,7,6-10,Moderate,5.43,Low
9184,Skoda,6400.0,hatch,146.0,1.6,Petrol,yes,2005,Octavia Tour,front,Low,11,10-29,Low,13.27,Moderate
9185,Hyundai,9100.0,hatch,62.0,1.4,Petrol,yes,2011,i30,front,Low,5,3-6,Low,12.4,Moderate
9186,Volkswagen,5200.0,van,260.0,1.9,Diesel,no,2005,Touran,front,Low,11,10-29,Low,23.64,High
9187,Chevrolet,5600.0,sedan,115.0,1.6,Other,yes,2008,Aveo,front,Low,8,6-10,Low,14.38,Moderate
9188,Ford,5500.0,hatch,170.0,1.4,Diesel,yes,2007,Fiesta,front,Low,9,6-10,Low,18.89,High
9189,Land Rover,75000.0,crossover,14.0,2.2,Diesel,yes,2015,Defender,full,Moderate,1,0-1,High,14.0,Moderate
9190,Toyota,63000.0,crossover,3.0,4.2,Diesel,yes,2013,Land Cruiser 76,full,High,3,1-3,High,1.0,Low
9191,Mazda,17900.0,sedan,48.0,2.0,Petrol,yes,2013,6,front,Low,3,1-3,Moderate,16.0,High
9192,MINI,33000.0,other,30.0,2.0,Diesel,yes,2014,Paceman,full,Low,2,1-3,Moderate,15.0,Moderate
9193,Volkswagen,5200.0,vagon,248.0,2.0,Diesel,no,2005,Passat B6,front,Low,11,10-29,Low,22.55,High
9194,Honda,2900.0,hatch,228.0,1.7,Diesel,no,2003,Civic,front,Low,13,10-29,Low,17.54,High
9195,Infiniti,17999.0,crossover,150.0,3.5,Gas,yes,2007,FX 35,full,Moderate,9,6-10,Moderate,16.67,High
9197,BMW,3000.0,sedan,294.0,2.0,Diesel,no,1999,320,rear,Low,17,10-29,Low,17.29,High
9198,Volkswagen,8200.0,van,265.0,2.5,Diesel,no,2007,Caravelle,front,Moderate,9,6-10,Low,29.44,Extreme
9199,Audi,3900.0,vagon,260.0,2.5,Diesel,no,2003,A6,front,Moderate,13,10-29,Low,20.0,High
9201,Lexus,13600.0,crossover,297.0,3.3,Gas,yes,2003,RX 330,full,Moderate,13,10-29,Moderate,22.85,High
9202,Skoda,8300.0,sedan,190.0,1.8,Petrol,yes,2008,Octavia Tour,front,Low,8,6-10,Low,23.75,High
9203,VAZ,1100.0,sedan,70.0,1.5,Petrol,yes,1990,2107,rear,Low,26,10-29,Low,2.69,Low
9204,Infiniti,23900.0,sedan,66.0,2.5,Gas,yes,2012,G25,rear,Moderate,4,3-6,Moderate,16.5,High
9205,Chevrolet,8000.0,sedan,59.0,1.8,Petrol,yes,2011,Lacetti,front,Low,5,3-6,Low,11.8,Moderate
9206,Volkswagen,23999.0,sedan,80.0,2.0,Diesel,yes,2014,Passat B7,front,Low,2,1-3,Moderate,40.0,Extreme
9207,Nissan,4799.0,sedan,180.0,2.0,Petrol,yes,1999,Maxima,front,Low,17,10-29,Low,10.59,Moderate
